,PORTFOLIOCODE,HISTORYDATE,CURRENCYCODE,CURRENCY,PERFORMANCECATEGORY,PERFORMANCECATEGORYNAME,PERFORMANCETYPE,PERFORMANCEINCEPTIONDATE,PORTFOLIOINCEPTIONDATE,PERFORMANCEFREQUENCY,PERFORMANCEFACTOR
23,PORT001,2025-01-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-01-28,2025-01-10,D,-0.0025472960695152036
24,PORT001,2025-01-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-01-29,2025-01-10,D,0.007296634952675296
25,PORT001,2025-01-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-01-29,2025-01-10,D,0.007296634952675296
26,PORT001,2025-01-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-01-30,2025-01-10,D,-0.00543286934309839
27,PORT001,2025-01-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-01-30,2025-01-10,D,-0.00543286934309839
28,PORT001,2025-02-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-01-31,2025-01-10,D,-0.008011628575723129
29,PORT001,2025-02-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-01-31,2025-01-10,D,-0.008011628575723129
30,PORT001,2025-02-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-03,2025-01-10,D,0.008443448758035155
31,PORT001,2025-02-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-03,2025-01-10,D,0.008443448758035155
32,PORT001,2025-02-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-04,2025-01-10,D,0.005460558049813491
33,PORT001,2025-02-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-04,2025-01-10,D,0.005460558049813491
34,PORT001,2025-02-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-05,2025-01-10,D,0.002896448996207779
35,PORT001,2025-02-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-05,2025-01-10,D,0.002896448996207779
36,PORT001,2025-02-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-06,2025-01-10,D,-0.0072202439505719695
37,PORT001,2025-02-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-06,2025-01-10,D,-0.0072202439505719695
38,PORT001,2025-02-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-07,2025-01-10,D,0.005818176269531294
39,PORT001,2025-02-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-07,2025-01-10,D,0.005818176269531294
40,PORT001,2025-02-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-10,2025-01-10,D,0.0
41,PORT001,2025-02-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-10,2025-01-10,D,0.0
42,PORT001,2025-02-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-11,2025-01-10,D,-0.0018076369246698976
43,PORT001,2025-02-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-11,2025-01-10,D,-0.0018076369246698976
44,PORT001,2025-02-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-12,2025-01-10,D,0.010503404627596469
45,PORT001,2025-02-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-12,2025-01-10,D,0.010503404627596469
46,PORT001,2025-02-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-13,2025-01-10,D,0.000716862295237819
47,PORT001,2025-02-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-13,2025-01-10,D,0.000716862295237819
48,PORT001,2025-02-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-14,2025-01-10,D,0.0035816755442861226
49,PORT001,2025-02-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-14,2025-01-10,D,0.0035816755442861226
50,PORT001,2025-02-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-18,2025-01-10,D,-0.0014275843994948634
51,PORT001,2025-02-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-18,2025-01-10,D,-0.0014275843994948634
52,PORT001,2025-02-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-19,2025-01-10,D,-0.0014295571419982167
53,PORT001,2025-02-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-19,2025-01-10,D,-0.0014295571419982167
54,PORT001,2025-02-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-20,2025-01-10,D,-0.011811020665650984
55,PORT001,2025-02-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-20,2025-01-10,D,-0.011811020665650984
56,PORT001,2025-02-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-21,2025-01-10,D,-0.004346281658118012
57,PORT001,2025-02-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-21,2025-01-10,D,-0.004346281658118012
58,PORT001,2025-02-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-24,2025-01-10,D,-0.00036377697217526705
59,PORT001,2025-02-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-24,2025-01-10,D,-0.00036377697217526705
60,PORT001,2025-02-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-25,2025-01-10,D,0.0018195467700909962
61,PORT001,2025-02-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-25,2025-01-10,D,0.0018195467700909962
62,PORT001,2025-02-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-26,2025-01-10,D,-0.013076665505722063
63,PORT001,2025-02-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-26,2025-01-10,D,-0.013076665505722063
64,PORT001,2025-02-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-27,2025-01-10,D,0.008097140696972094
65,PORT001,2025-02-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-27,2025-01-10,D,0.008097140696972094
66,PORT001,2025-03-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-02-28,2025-01-10,D,-0.009857559563038132
67,PORT001,2025-03-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-02-28,2025-01-10,D,-0.009857559563038132
68,PORT001,2025-03-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-03,2025-01-10,D,-0.006268439197391618
69,PORT001,2025-03-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-03,2025-01-10,D,-0.006268439197391618
70,PORT001,2025-03-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-04,2025-01-10,D,0.014842285981688574
71,PORT001,2025-03-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-04,2025-01-10,D,0.014842285981688574
72,PORT001,2025-03-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-05,2025-01-10,D,-0.01279708872351093
73,PORT001,2025-03-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-05,2025-01-10,D,-0.01279708872351093
74,PORT001,2025-03-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-06,2025-01-10,D,0.005555541427047173
75,PORT001,2025-03-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-06,2025-01-10,D,0.005555541427047173
76,PORT001,2025-03-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-07,2025-01-10,D,-0.022467724183192872
77,PORT001,2025-03-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-07,2025-01-10,D,-0.022467724183192872
78,PORT001,2025-03-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-10,2025-01-10,D,-0.004144710118951234
79,PORT001,2025-03-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-10,2025-01-10,D,-0.004144710118951234
80,PORT001,2025-03-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-11,2025-01-10,D,0.004918621235927345
81,PORT001,2025-03-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-11,2025-01-10,D,0.004918621235927345
82,PORT001,2025-03-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-12,2025-01-10,D,-0.009789165440881598
83,PORT001,2025-03-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-12,2025-01-10,D,-0.009789165440881598
84,PORT001,2025-03-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-13,2025-01-10,D,0.017870769366442607
85,PORT001,2025-03-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-13,2025-01-10,D,0.017870769366442607
86,PORT001,2025-03-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-14,2025-01-10,D,0.008591689888060028
87,PORT001,2025-03-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-14,2025-01-10,D,0.008591689888060028
88,PORT001,2025-03-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-17,2025-01-10,D,-0.005555541427047173
89,PORT001,2025-03-18,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-17,2025-01-10,D,-0.005555541427047173
90,PORT001,2025-03-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-18,2025-01-10,D,0.007448746843551124
91,PORT001,2025-03-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-18,2025-01-10,D,0.007448746843551124
92,PORT001,2025-03-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-19,2025-01-10,D,-0.0036968013656757392
93,PORT001,2025-03-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-19,2025-01-10,D,-0.0036968013656757392
94,PORT001,2025-03-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-20,2025-01-10,D,-0.0018553299812124058
95,PORT001,2025-03-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-20,2025-01-10,D,-0.0018553299812124058
96,PORT001,2025-03-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-21,2025-01-10,D,0.01003719188076424
97,PORT001,2025-03-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-21,2025-01-10,D,0.01003719188076424
98,PORT001,2025-03-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-24,2025-01-10,D,0.001472175490113914
99,PORT001,2025-03-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-24,2025-01-10,D,0.001472175490113914
100,PORT001,2025-03-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-25,2025-01-10,D,-0.009555249183436088
101,PORT001,2025-03-26,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-25,2025-01-10,D,-0.009555249183436088
102,PORT001,2025-03-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-26,2025-01-10,D,-0.0011131979887274435
103,PORT001,2025-03-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-26,2025-01-10,D,-0.0011131979887274435
104,PORT001,2025-03-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-27,2025-01-10,D,-0.01448734727129053
105,PORT001,2025-03-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-27,2025-01-10,D,-0.01448734727129053
106,PORT001,2025-03-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-28,2025-01-10,D,0.0
107,PORT001,2025-03-31,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-28,2025-01-10,D,0.0
108,PORT001,2025-04-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-03-31,2025-01-10,D,0.003392391641859005
109,PORT001,2025-04-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-03-31,2025-01-10,D,0.003392391641859005
110,PORT001,2025-04-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-01,2025-01-10,D,0.005259180512199757
111,PORT001,2025-04-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-01,2025-01-10,D,0.005259180512199757
112,PORT001,2025-04-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-02,2025-01-10,D,-0.033632272452632894
113,PORT001,2025-04-03,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-02,2025-01-10,D,-0.033632272452632894
114,PORT001,2025-04-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-03,2025-01-10,D,-0.05143077696501164
115,PORT001,2025-04-04,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-03,2025-01-10,D,-0.05143077696501164
116,PORT001,2025-04-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-04,2025-01-10,D,-0.01222996885493377
117,PORT001,2025-04-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-04,2025-01-10,D,-0.01222996885493377
118,PORT001,2025-04-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-07,2025-01-10,D,-0.011555872248730226
119,PORT001,2025-04-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-07,2025-01-10,D,-0.011555872248730226
120,PORT001,2025-04-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-08,2025-01-10,D,0.06972860221692034
121,PORT001,2025-04-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-08,2025-01-10,D,0.06972860221692034
122,PORT001,2025-04-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-09,2025-01-10,D,-0.02224830536695277
123,PORT001,2025-04-10,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-09,2025-01-10,D,-0.02224830536695277
124,PORT001,2025-04-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-10,2025-01-10,D,0.01796410286007899
125,PORT001,2025-04-11,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-10,2025-01-10,D,0.01796410286007899
126,PORT001,2025-04-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-11,2025-01-10,D,0.009803921568627416
127,PORT001,2025-04-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-11,2025-01-10,D,0.009803921568627416
128,PORT001,2025-04-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-14,2025-01-10,D,0.0015534336127123183
129,PORT001,2025-04-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-14,2025-01-10,D,0.0015534336127123183
130,PORT001,2025-04-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-15,2025-01-10,D,-0.012795727775876231
131,PORT001,2025-04-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-15,2025-01-10,D,-0.012795727775876231
132,PORT001,2025-04-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-16,2025-01-10,D,0.005106090840141464
133,PORT001,2025-04-17,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-16,2025-01-10,D,0.005106090840141464
134,PORT001,2025-04-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-17,2025-01-10,D,-0.01250487272044265
135,PORT001,2025-04-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-17,2025-01-10,D,-0.01250487272044265
136,PORT001,2025-04-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-21,2025-01-10,D,0.01859910189317371
137,PORT001,2025-04-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-21,2025-01-10,D,0.01859910189317371
138,PORT001,2025-04-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-22,2025-01-10,D,0.010878037650943861
139,PORT001,2025-04-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-22,2025-01-10,D,0.010878037650943861
140,PORT001,2025-04-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-23,2025-01-10,D,0.016141432317639648
141,PORT001,2025-04-24,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-23,2025-01-10,D,0.016141432317639648
142,PORT001,2025-04-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-24,2025-01-10,D,0.004160313947847216
143,PORT001,2025-04-25,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-24,2025-01-10,D,0.004160313947847216
144,PORT001,2025-04-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-25,2025-01-10,D,0.0030131798871912974
145,PORT001,2025-04-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-25,2025-01-10,D,0.0030131798871912974
146,PORT001,2025-04-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-28,2025-01-10,D,0.004130702734441938
147,PORT001,2025-04-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-28,2025-01-10,D,0.004130702734441938
148,PORT001,2025-04-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-29,2025-01-10,D,0.0014959205635651784
149,PORT001,2025-04-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-29,2025-01-10,D,0.0014959205635651784
150,PORT001,2025-05-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-04-30,2025-01-10,D,0.001493614904896523
151,PORT001,2025-05-01,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-04-30,2025-01-10,D,0.001493614904896523
152,PORT001,2025-05-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-01,2025-01-10,D,0.014541364432740789
153,PORT001,2025-05-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-01,2025-01-10,D,0.014541364432740789
154,PORT001,2025-05-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-02,2025-01-10,D,-0.002940092848136344
155,PORT001,2025-05-05,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-02,2025-01-10,D,-0.002940092848136344
156,PORT001,2025-05-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-05,2025-01-10,D,-0.00405450447495781
157,PORT001,2025-05-06,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-05,2025-01-10,D,-0.00405450447495781
158,PORT001,2025-05-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-06,2025-01-10,D,0.0
159,PORT001,2025-05-07,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-06,2025-01-10,D,0.0
160,PORT001,2025-05-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-07,2025-01-10,D,0.0037009763055348976
161,PORT001,2025-05-08,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-07,2025-01-10,D,0.0037009763055348976
162,PORT001,2025-05-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-08,2025-01-10,D,0.001843629628071941
163,PORT001,2025-05-09,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-08,2025-01-10,D,0.001843629628071941
164,PORT001,2025-05-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-09,2025-01-10,D,0.020979009688025352
165,PORT001,2025-05-12,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-09,2025-01-10,D,0.020979009688025352
166,PORT001,2025-05-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-12,2025-01-10,D,0.005046841773740818
167,PORT001,2025-05-13,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-12,2025-01-10,D,0.005046841773740818
168,PORT001,2025-05-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-13,2025-01-10,D,-0.0007173081426480321
169,PORT001,2025-05-14,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-13,2025-01-10,D,-0.0007173081426480321
170,PORT001,2025-05-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-14,2025-01-10,D,0.005384049362674448
171,PORT001,2025-05-15,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-14,2025-01-10,D,0.005384049362674448
172,PORT001,2025-05-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-15,2025-01-10,D,0.004998193091911629
173,PORT001,2025-05-16,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-15,2025-01-10,D,0.004998193091911629
174,PORT001,2025-05-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-16,2025-01-10,D,0.002131419778168997
175,PORT001,2025-05-19,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-16,2025-01-10,D,0.002131419778168997
176,PORT001,2025-05-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-19,2025-01-10,D,-0.0014179017893243273
177,PORT001,2025-05-20,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-19,2025-01-10,D,-0.0014179017893243273
178,PORT001,2025-05-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-20,2025-01-10,D,-0.011359591549788828
179,PORT001,2025-05-21,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-20,2025-01-10,D,-0.011359591549788828
180,PORT001,2025-05-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-21,2025-01-10,D,0.0
181,PORT001,2025-05-22,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-21,2025-01-10,D,0.0
182,PORT001,2025-05-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-22,2025-01-10,D,-0.0017953732037450099
183,PORT001,2025-05-23,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-22,2025-01-10,D,-0.0017953732037450099
184,PORT001,2025-05-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-23,2025-01-10,D,0.014388544491240829
185,PORT001,2025-05-27,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-23,2025-01-10,D,0.014388544491240829
186,PORT001,2025-05-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-27,2025-01-10,D,-0.006382989372551329
187,PORT001,2025-05-28,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-27,2025-01-10,D,-0.006382989372551329
188,PORT001,2025-05-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-28,2025-01-10,D,0.003925720956669432
189,PORT001,2025-05-29,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-28,2025-01-10,D,0.003925720956669432
190,PORT001,2025-05-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-29,2025-01-10,D,-0.0003554326993066015
191,PORT001,2025-05-30,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Net,2025-05-29,2025-01-10,D,-0.0003554326993066015
192,PORT001,2025-06-02,USD,US Dollar,Asset Class,Total Portfolio,Portfolio Gross,2025-05-30,2025-01-10,D,0.005689894830617437
